bamboo blinds	簾	2630
bamboo cane	竺	2642
bamboo grass	笹	940
bamboo hat	笠	939
banana	蕉	2367
banner	幡	2232
banquet	宴	191
barbarian	蛮	1747
bargain	廉	1601
barking	吠	2170
barley	麦	1533
baron	爵	1463
barracks	屯	2033
barrel	樽	2506
bartending	酌	1429
bases	塁	1734
bash	叩	2166
basin	盆	1449
bathe	浴	789
bay	浦	1837
beach	岸	1653
beaded hairpin	琲	2963
beaming	皓	2934
bean jam	饅	2998
beans	豆	1440
bear	熊	2003
bear fruit	稔	2607
beard	髭	2047
beat	撃	709
beautiful woman	媛	1950
beauty	美	548
beckon	招	650
becoming/similar	似	1029
bed	床	592
bee	蜂	2687
before	先	248
beforehand	予	1593
beg	乞	462
beg pardon	詫	2721
beginning	元	59
beguile	惑	614
behind	後	1379
behind the scenes	蔭	2374
bell	鐘	438
bellflower	桔	2499
belong	属	1953
below	下	50
bemoan	歎	2859
bend	曲	1172
benefit	益	1881
benevolence	徳	885
bequeath	遺	1772
beseech	祷	2598
best regards	宜	1783
bestow	与	1246
bewitched	妖	2078
biased	僻	2117
bin	函	1902
birch	樺	2515
bird	鳥	1941
bitter	辣	3025
biwa	琵	2912
black	黒	174
black ink	墨	175
bladder	胱	2457
blade	刃	84
blame	責	1541
blaspheme	涜	2297
bleaching	晒	2444
blemish	垢	2187
blessing	福	1090
blind	盲	486
bliss	倖	2119
block letters	楷	3011
block up	塞	2214
blood	血	1448
blood relative	胤	2921
blossom	咲	2018
blow	吹	467
blue	青	1534
blue-black	黛	2864
blue-green	碧	2588
bluffs	崖	2227
bo tree	菩	2957
boar	猪	1262
board	搭	646
boast	誇	1244
boat	舟	1868
bodhisattva	薩	2956
body	体	957
body [old]	躯	2986
body cavity	腔	2465
boil	煮	1257
boisterous	騒	1985
bold	赳	2936
bomb	爆	1802
bond	債	1544
bonito	鰹	2822
book	本	211
bookmark	栞	2523
boom	盛	1457
bore	鑿	2066
borough/municipality	府	1002
borrow	借	1186
bosom	胸	1491
both	両	1168
bottom	底	1833
bough	枝	713
boulder	岩	770
boulder [old]	巌	2978
boulevard	街	890
boundary	境	484
bounding main	滉	2287
bountiful	豊	1443
bow	弓	1231
bowl	鉢	271
bowstring	弦	1386
box	箱	942
boy	坊	492
bracing	爽	2855
bracken	蕨	2405
brahman	梵	2954
brain	脳	1934
branch	支	711
branch off	岐	772
branding	烙	2545
brandish	揮	662
break	毀	2067
breath	息	610
breed	牧	329
brew	醸	1527
briar	茨	472
bribe	賄	80
bridegroom	婿	395
bridge	橋	429
bridle	轡	2965
briefcase	鞄	2785
bright	明	20
brimming	溢	2315
bring up	育	759
broaden	拡	740
brocade	錦	411
brown	褐	453
brush stroke	画	1170
brush tip	穎	2790
brushwood	柴	2044
bubble up	湧	2284
bubbles	泡	533
bucket	桶	2530
buckwheat	蕎	2369
bud	芽	1905
build	建	391
bull	的	69
bullet	弾	1931
bullhead	鰍	2823
bullying	苛	2373
bulrush	蒲	1838
bump into	撞	2245
bumper crop	穣	2609
bundle	束	1664
bungling	拙	769
burdensome	駄	1986
bureau	局	1066
bureaucrat	官	1271
burglar	賊	357
burn	燃	510
burnish	瑳	2559
bury	埋	179
bush clover	萩	2351
business/profession	業	1792
bustle	奔	1196
bustling	賑	2739
busy	忙	618
but of course	況	145
butchering	屠	2217
butterbur	蕗	2370
butterfly	蝶	521
buttocks	尻	2220
button	釦	2754
buy	買	831
by means of	以	1028
bystander	傍	1015
cadet	曹	1173
cage	篭	2638
cage [old]	籠	3028
calamity	禍	1291
calculate	算	946
calendar	暦	213
call	呼	1485
call on	訪	495
calm	穏	1147
camellia	椿	1569
camelopard	麟	2053
camp	陣	1305
camphor tree	楠	1614
can	可	93
canal	澪	2285
cancer	癌	2576
candle rush	莞	2408
candlelight	燭	2539
candy/confectionary	菓	1122
cane	杖	2504
cannon	砲	532
canopy	幌	410
cap	帽	408
cape	埼	153
capital	京	312
capital suburbs	畿	2887
capsize	覆	1611
captive	虜	1991
captured	囚	1018
car	車	286
carbuncle	瘍	3026
carefree	暢	2885
carillion	鉦	2770
carp	鯉	176
carpenter	矩	2585
carpet yarn	絨	2657
carrier	般	1871
carry	運	303
carve	彫	1710
cash	幣	1040
cast a spell	祟	2945
casting	鋳	1566
castle	城	362
cat	猫	244
catalpa	梓	1498
catch	捕	1836
catgut	絃	2669
cauldron	釜	2332
cause	因	583
cavern	窟	2615
cavity	孔	96
cedar	杉	1713
celebrate	祝	1089
censure	劾	1523
center	央	1740
centimeter	糎	2947
cereals	穀	917
ceremony	儀	984
chafe	摩	639
chain	鎖	1937
chair	椅	2480
challenge	挑	658
change	化	1008
chant	唱	21
chaos	沌	2326
chapter	課	1123
char	焦	557
character	字	185
charcoal	炭	771
chase	追	1268
chastise	討	340
chatter	喋	2158
cheat	騙	2806
check-up	診	1724
cheek	頬	2792
cheer	煕	3005
cheerful	快	1642
cherry tree	桜	1932
chess piece	棋	1763
chestnut	栗	1609
chew	噛	2172
chic	粋	925
chick	雛	2085
chicken	鶏	1947
chief	伯	967
chieftain	酋	2906
child	子	95
chime	琳	2554
chin	顎	2795
chink	隙	2426
chinstrap	紘	2662
chirp	鳴	1942
chivalry	侠	2107
choose	択	1074
chop	析	1126
chop off	斬	2092
chopsticks	箸	2640
chronicle	紀	1354
chrysanthemum	菊	927
churn up	撹	2257
cicada	蝉	2692
circle	円	1811
circling	廻	2886
circumference	周	317
circumspect	欽	3004
citron	柚	2486
citrus tree	柑	2482
city walls	邑	2180
clam	蛤	2695
clamor	喧	2163
clan	藩	1912
clap	拍	652
clasp	摯	3022
class	級	1353
claw	爪	727
clay	埴	2183
clean	浄	1155
cleanse	汰	2316
clear (the land)	拓	651
clear skies	晏	2442
clear up	晴	1538
cleaver	庖	2234
cleverness	敏	459
climate	候	1640
climax	至	753
clique	閥	1619
clod	塊	2024
close the eyes	瞑	2842
closed	閉	1623
clothing	服	1399
cloud	雲	423
cloudy weather	曇	424
cluster	鍾	2772
clutch	掴	2249
co-	協	872
coach	督	719
coarse	粗	1777
cocklebur	苓	2382
coconut tree	椰	2524
cocoon	繭	1880
cod	鱈	2819
code	典	1827
coffin	棺	1272
coin	銭	368
cold	寒	1526
collapse	陥	1315
collar	襟	1099
colleague	僚	1707
collector	蒐	2409
collide	衝	1680
color	色	1753
coloring	彩	1714
column	欄	1628
comb	櫛	2476
come	来	1884
come apart at the seams	綻	2670
comely	佼	2109
comet	彗	2850
comma-design	巴	2096
commander	帥	1270
commandment	戒	676
commence	始	747
committee	委	913
commoner	庶	1191
commonplace/comfortable	庸	1182
commotion	擾	2268
companion	朋	19
company	社	1092
compare	比	447
compensation	賠	476
compilation	編	1825
complete	了	97
complete a job	竣	2062
compliment	讃	2711
comrade	輩	1637
concave	凹	33
conceal	隠	1313
concentrated	濃	2015
concept	想	609
concerning	就	1969
concubine	妾	2622
concurrently	兼	1597
condolences	弔	1233
condone	侑	3002
confer	叙	1660
confront	抗	648
confused	錯	1185
congeal	凝	1412
conglomerate	叢	2895
congratulations	賀	868
conjecture	推	663
connection	関	2017
consent	諾	351
consider	考	1252
considerate	惇	2279
consign	託	1917
consolation	慰	1096
consort	伴	1203
conspire	謀	1760
constancy	恒	620
constitution	憲	1554
consult with	諮	475
consume	喫	1550
consummate	遂	540
contact	触	1813
contain	容	790
contend	争	1154
continent	洲	2289
continue	続	1345
contraption	械	677
contrast	較	1277
control	轄	1552
convenience	便	991
convex	凸	34
conveyor	搬	1873
cook	炊	468
cool	冷	1404
copious	彬	2529
copper	銅	272
copy	写	1247
coral	珊	2561
coral reef	瑚	2562
cord	索	1365
core	奥	928
cormorant	鵜	2832
corner	隅	1958
cornerstone	礎	394
corpse	屍	2222
correct	正	379
corridor	廊	1852
cosmetics	粧	923
cottage	舎	316
cotton	綿	1367
cough	咳	2162
counsel	詢	2705
countenance	貌	2733
counter for tools	挺	2267
counterfeit	贋	2151
country	国	581
country [old]	國	2988
county	郡	1843
courage	勇	1407
courtesan	妓	2199
courtesy	鄭	2425
courts	廷	508
courtyard	庭	590
cover over	蔽	2358
covet	貪	3023
cow	牛	245
cowardice	臆	2460
crab	蟹	2682
crabgrass	稗	2608
craft	工	76
crag	磐	2586
cram school	塾	309
cramped	狭	1266
crane	鶴	1943
crash	墜	1307
crawl	這	2414
create	造	281
creek	江	139
crime	犯	1414
crimson	紅	1355
criticism	批	649
critters	疋	2098
crock	壷	2904
crossing	辻	279
crow	烏	1944
crowd	聚	2939
crowded	込	780
crown	冠	304
crucian	鮒	2825
crude	朴	207
cruel	酷	1431
crumble	崩	774
cry	泣	432
cryptomeria	椙	2528
crystal	璃	2048
crystal stone	瑛	2566
cultivate	培	477
cultured	郁	2424
cumulation	溜	2324
cunning	狡	2337
cupfuls	杯	1219
current	流	764
curriculum	歴	376
curse	呪	2169
curtain	幕	409
cut	切	85
cylinder	筒	944
cyst	嚢	2883
dainty	細	1363
dairy products	酪	1433
dam	堰	2191
damage	損	666
damask	綾	2668
damp	湿	1788
damson	李	2511
dance	舞	1774
dangerous	危	1416
dangle	吊	2171
daring	敢	826
darken	蒙	2384
darkness	暗	480
darning	繕	1335
dart	矢	1220
daughter	娘	1471
dawn	曙	2448
day	日	12
daybreak	暁	1201
daytime	昼	1075
dazzling	燦	2543
deafness	聾	2983
deal with	捌	2256
death	死	815
decameron	旬	67
decay	朽	1243
deceased	亡	485
deceit	欺	1762
decide	決	1641
decline	衰	1890
decorate	飾	1477
decrease	耗	1914
dedicate	捧	2265
deep	深	1328
deer	鹿	1999
defeat	負	63
defense	衛	1646
defer	譲	1528
defile	潰	2319
degenerate	堕	1314
degrees	度	1194
deliberation	議	642
delicate	微	889
delicious	旨	455
delight	歓	570
deliver	届	1110
deluge	洪	1799
delusion	妄	487
demand	需	1165
demolition	壊	400
den	洞	181
departed	逝	1132
department	科	1179
deposit	預	1595
depressed	欝	2856
depression	窪	1323
derision	嘲	2155
descend	降	1308
descendants	昆	448
design	柄	1021
desk	机	210
despicable	賎	2735
despondent	厭	2149
destitution	乏	1215
destroy	滅	365
detach	離	1492
detailed	詳	550
detain	留	1423
determine	定	382
detour	迂	2415
deviate/elude	逸	1973
dew	露	1283
diagonal	斜	1662
diameter	径	882
diamond	菱	1517
diarrhea	痢	1687
difference	違	1644
difficult	難	1580
dig	掘	1061
dike	堤	390
dilate	脹	1923
diligence	勤	1577
dilute	薄	227
dining tray	膳	2468
direction	方	490
director	司	1863
dirty	汚	1245
disaster	災	167
discard	捨	655
discharge	発	1705
discipline	修	1722
disclose	啓	1085
disconcerted	慌	624
discontinue	絶	1754
discreet	謹	1576
discriminating	識	482
discuss	談	350
disguise	扮	2246
dish	皿	1447
dislike	嫌	1598
dispatch	遣	1773
display	呈	262
dispose	処	297
disquieting	惧	3015
disseminate	播	2262
dissolve	融	1044
distant	遠	402
distinction	差	554
distract	紛	1358
distress	愁	901
distribute	配	1436
disturb	妨	491
ditch	堀	1062
ditch reed	葦	2411
dither	躇	2994
divide	剖	478
dizzy	眩	2581
do	為	1918
doctor	医	1694
document	誌	601
dog	犬	238
domburi	丼	2884
domesticate	飼	1866
don	着	555
donkey	驢	2810
door	戸	1076
dormitory	寮	1708
dose	剤	1730
doth	致	756
double	倍	992
doubt	疑	1410
douse	沐	2293
downspout	樋	2520
draft	稿	892
drag	曳	2848
dragon	竜	536
dragon [old]	龍	2981
drama	劇	1997
draw near	寄	192
draw water	汲	2322
dreadful	怖	623
dream	夢	305
drench	濡	2329
dribble out	洩	2849
dried meat	脩	2130
drift	漂	1607
drill	穿	2616
drink	飲	1474
drip	滴	442
drive	駆	1983
droop	垂	1582
drought	乾	463
drown	没	707
drowning	溺	2308
drowsy	睡	1583
drum	鼓	1444
drunk	酔	1435
dry	干	1648
dry field	畠	2916
dry weather	旱	2441
dugout	壕	2186
dull	鈍	1495
dumbfounded	呆	2181
duplicate	複	465
dusk	昏	2451
dust	塵	2838
duty	役	884
dwell	住	954
dwindle	減	366
dye	染	509
each	各	291
eagle	鷲	2834
ear	耳	818
ear (of a plant)	穂	909
early	早	26
earlybird	夙	2141
earnings	稼	893
ease/sane	康	1159
east	東	504
easy	易	1051
eat	食	1472
eaves	宇	1656
ebisu	夷	2881
echo	響	1850
eclipse	蝕	2800
ecstasy	悦	619
eddy	淀	2330
edge	端	1167
eel	鰻	2811
effulgent	旺	2450
egg	卵	1422
eggplant	茄	2372
ego	我	640
eight	八	8
elation	欣	2888
elbow	肘	2464
elder brother	兄	103
elder sister	姉	413
elect	選	1804
electricity	電	535
elementary	素	1532
elephant	象	1976
elevate	昂	2449
ellipse	楕	2531
elucidate	詮	2717
elude	遁	2416
embarrass	辱	2009
embrace	抱	645
embroidery	繍	2665
embryo	胚	2458
emigrant	僑	2120
eminent	卓	51
emotion	感	615
empathetic	敦	2931
emperor	皇	261
employ	雇	1083
employee	員	56
empress	后	1861
empty	空	1317
emulate	倣	979
enclosure	郭	1842
encompassing	奄	2055
encounter	遭	1174
encourage	励	866
encroach	侵	1148
end	終	1352
endure	忍	597
enemy	敵	443
engrave	刻	1521
enjoyment	槃	2522
enlarge	恢	2282
enlightenment	悟	622
enroll	籍	1567
enshrine	祀	2992
enter	入	779
entertain	興	1426
entice	誘	916
entrails	臓	851
entreat	肴	2896
entrust	嘱	1954
entwine	絡	1350
envious	羨	553
environs	辺	284
envy	嫉	2202
epidemic	疫	1689
equal	匹	1695
equestrian	騎	1981
equilibrium	衡	891
equip	備	1183
equivocal	曖	2437
erect	架	869
erection	勃	2858
erupt	噴	1197
escape	逃	283
escort/send off	送	2016
escutcheon	楯	2513
est	也	2094
establishment	設	708
esteem	尚	184
etc.	等	945
eternity	永	132
ethics	倫	1821
evade	避	1501
evaluate	評	1487
even	平	1484
evening	夕	109
eventide	汐	110
evergreen oak	樫	2491
every	毎	458
everywhere	遍	1824
evidence	証	380
evil	兇	2853
exam	校	1278
examination	検	1673
example	例	972
exceedingly	頗	2793
excel	秀	914
excellent	佳	970
exchange	替	842
exclamation	耶	2680
exclude	除	1658
excrement	糞	2653
excuse	免	1972
exertion	勉	1975
exhaust	尽	1071
exhausted/tired	疲	1688
exhibit/line up	陳	1301
exhort	奨	732
exist	在	685
exit	出	767
exorcism	祓	2993
expand	伸	1118
expecting	孕	2208
expense	費	1238
expert	師	1269
explanation/interpretation	釈	1908
exploits	績	1542
expose	披	805
exquisite	妙	123
extensive	宏	2212
extent	程	894
extinguish	消	144
extract	抄	647
extremity	末	217
eye	目	15
eyeball	眼	1467
eyebrow	眉	2583
fabricate	築	950
fabrication	涅	2331
face	顔	1717
face-up	仰	1701
faction	派	1855
failure	敗	331
fair	娃	2200
faith	信	969
fall	落	299
fallible	謬	2720
falsehood	偽	1919
familiarity	誼	2719
family crest	紋	1727
family name	氏	1828
fan	扇	1079
fanning	煽	2540
far off	遥	2418
fare	賃	1004
farm	畑	166
fart	屁	2218
fascination	魅	2023
fasten	括	661
fat	脂	456
fate	命	1400
father	父	1274
father-in-law	舅	2064
fathom	測	149
favor	恵	612
fear	恐	613
feast	饗	2799
feathers	羽	573
fed up	倦	2108
fee	料	1178
feed	餌	2797
feelings	情	1537
feet	呎	2953
felicitation	禎	2603
fell	伐	994
female animal	牝	2551
feminine/female	雌	563
fence	塀	1056
fend off	禦	2597
fermentation	酵	1430
fertilizer	肥	1756
fervent	篤	1988
few	少	106
fib	嘘	2167
fiber	維	1341
fiddle with	翫	2899
fierce	猛	1456
fight	闘	1629
figure	姿	474
file	列	812
filial piety	孝	1253
filter	漉	2304
fine	緻	3020
finger	指	659
finish	済	1731
fire	火	161
firing	煉	2542
first day of the month	朔	2846
first time	初	404
firstborn son	惣	2432
fish	魚	171
fish fin	鰭	2827
fishguts	乙	71
fishing	漁	172
fist	拳	2917
fit	合	253
fit into	嵌	2229
five	五	5
flames	焔	2546
flash	閃	2774
flat	坦	2188
flats	軒	1652
flavor	味	219
flea	蚤	2681
flexed	勾	2148
flip	翻	1911
floating	浮	730
flock	群	1163
flour	粉	920
flourish	栄	326
flower	花	1009
flower pot	瓶	1032
fluid	液	1038
flustered	狽	2340
flute	笛	1111
fly	飛	1887
focus	省	124
foe	仇	2114
fog	霧	1228
foil	箔	2634
fold	折	1130
folding screen	屏	2223
follow	随	1298
fond	好	99
foolish	愚	1957
foot of a mountain	麓	2839
footgear	履	1057
foothold	拠	669
footnote	註	2727
forces	勢	1515
ford	渉	372
forehead	額	295
forest	森	197
forge	鍛	1860
forget	忘	596
fork in a road	俣	2127
forked	叉	2914
formerly	曽	501
formidable	勁	2990
fort	砦	2045
fortunate	瑞	2563
fortune-telling	占	48
foster	養	1479
founding	肇	2893
four	四	4
fowl	禽	2049
fox	狐	2342
foxtail millet	粟	2654
fragile	脆	2462
fragrant	薫	1681
frame	枠	200
freight	貨	1010
frequently	屡	2221
fresh	鮮	551
friend	友	704
frog	蛙	2693
frolic	戯	1994
from	乃	686
front door	扉	1638
frost	霜	426
frozen	凍	506
frugal	倹	1674
fruit	果	1121
fuel/firewood	薪	1503
full	満	1169
fundamentals	基	1767
fur	毛	1913
furball	毬	2533
furrow	畝	1017
furthermore/waver	猶	1438
fuse metal	熔	2547
gain	得	876
gall bladder	胆	31
gallop	駈	2809
gamble	賭	1264
game-hunting	猟	1940
garden	苑	1419
gargle	漱	2288
garlic	蒜	2404
garment	衣	396
gates	門	1616
gather	集	559
gauze	羅	1342
general	総	1366
generation	世	28
genesis	創	1631
genius	才	681
gentle	妥	728
gentleman	士	319
genuine	純	1494
germ	菌	918
germinate	萌	2377
get	貰	2737
ghee	醐	2749
ghost	鬼	2019
gigantic	巨	856
gimp	綬	2672
giraffe	麒	2840
girder	桁	2483
gist	趣	820
give	呉	1897
give up	諦	2716
gland	腺	2466
glimpse	瞥	2927
glistening	洸	2286
glitter	暉	2440
gloom	鬱	3030
glossary	彙	2997
glossy	艶	1755
go smoothly	亨	3001
go upstream	遡	2847
go-between	仲	956
godown	倉	1630
gods	神	1119
going	行	873
gold	金	269
gone	去	750
good	良	1468
good luck	吉	320
goods	品	23
goodwill	款	1097
gorge	峡	1265
gorgeous	絢	2664
gossamer	紗	2673
gossip	噂	2161
gouge out	抉	2274
gourd	瓢	2911
government office	庁	591
grab	采	2090
grace	恩	606
graceful	淑	721
gracious	雅	1907
grade	段	1859
gradually	徐	1659
graduate	卒	1025
graft	賂	2738
grain rake	杷	2501
grains	粒	922
grains of sand	沙	2296
grandchild	孫	1393
grandpa	爺	2334
grant	賜	1052
grape	葡	2378
grape vine	萄	2379
grapnel	碇	2587
grasp	把	1752
grass	草	224
grassy reed	茅	2385
grate	擦	1104
grave	墓	231
greatness	傑	999
green	緑	1371
grind	磨	594
grindstone	砥	2590
grip	握	1059
grope	探	1327
ground	地	515
groundbreaking	墾	1971
group	団	582
grove	林	196
grow late	更	694
grow plentiful	蔚	2406
grow wild	蕃	2381
grudge	怨	1420
guard	守	186
guess	察	1103
guest	客	294
guidance	導	278
guilt	罪	1636
gulf	湾	1749
gun	銃	762
gunwale	舷	2675
gushing	渾	2295
gutter	溝	1819
guy	奴	702
hackberry	榎	2514
hackneyed	套	2901
haiku	俳	1633
hair of the head	髪	1924
halberd	矛	1225
half	半	1202
halo	暈	2439
halt	停	977
hammer	鎚	2769
hand	手	637
handle	扱	690
handmaiden	婢	2196
handsaw	鋸	2759
hang	掛	674
hanging scroll	幅	407
hanker	憬	3016
happenstance	故	333
happiness	幸	1505
harbor	港	1800
hard up	窮	1326
harden	固	580
harlot	娼	2198
harm	害	1551
harmony	和	897
harp	琴	1591
harvest	穫	908
hatchet	斧	2333
hate	憎	626
haven	津	328
hawk	鷹	2237
hawser	綱	1963
hawthorn	莉	2349
hay	芻	2084
haze	霞	2779
hazel	榛	2475
he	彼	883
head	頭	1441
headland	岬	1115
heal	療	1709
healing	癒	2037
healthy	健	974
hear	聞	1626
hearing	審	1910
heart	心	595
hearth	炉	1080
heat	熱	1516
heaven-high	喬	2104
heavens	天	428
heavy	重	1675
hedge	垣	154
hegemony	覇	1895
heir	嗣	1867
helmet	兜	2854
help	助	1782
helping hand	丞	2919
hem	裾	2624
hemlock	栂	2488
hemorrhoids	痔	2575
hemp	麻	593
hermit	仙	986
hermitage	庵	2056
heron	鷺	2833
hesitate	躊	2996
hibernation	蟄	2684
hide	匿	1692
high mountain	峨	2226
high-reaching	嵩	2224
highness	陛	1310
hill	丘	1329
hillock	塚	1039
hinder	障	1297
hinge	枢	1697
hire	傭	2128
history	史	692
hit	当	1153
hoarse	喝	454
hoe	鍬	2762
hoist	揚	664
hold	持	660
hole	穴	1316
holed gem	璧	3021
hollow reed	芦	2364
holly	柊	2485
hollyhock	葵	2391
holy	聖	825
home	宅	1916
home country	邦	1848
home town	郷	1849
homecoming	帰	1230
hone	琢	2560
honey	蜜	776
honorable	御	1398
hooch	酎	2748
hoof	蹄	2741
hop	跳	1284
hope	希	1489
horizon	涯	157
horizontal	緯	1645
horse	馬	1978
horse chestnut	栃	514
horse mackerel	鯵	2818
hot water	湯	546
house	家	541
housefly	蝿	2685
how many	幾	1381
however	但	953
hug	擁	1387
humanity	仁	988
humiliate	羞	3029
humility	慎	630
hump	隆	1561
hundred	百	38
hundred million	億	983
hungry	飢	1475
hunt	狩	243
hurry	急	1146
husband	夫	838
husk	殻	710
icicle	氷	131
idea	意	608
ill	病	1682
illuminate	照	170
illustrious	碩	2593
imitation	模	229
immaculate	淳	2318
immature	稚	896
immediate	頓	2788
immense	厖	2089
immersed	浸	1149
imminent	拶	2261
impart	授	736
imperial authority	稜	2610
imperial edict	詔	342
imperial order	勅	1667
imperial seal	璽	2075
imply	寓	2211
impress	捺	2250
in	中	39
in front	前	290
in the nick of time	愈	2433
incandescent	赫	2908
incense	香	911
inch	吋	2952
incision	截	2703
include	含	1588
income	収	1510
increase	増	502
incur	被	807
indecent	猥	2336
indications	徴	887
indigo	藍	2371
individual	個	973
infancy	幼	1378
infatuation	惚	2277
inferiority	劣	862
inflammation	炎	162
inflation	騰	1989
ingest	喰	2182
inherit	継	1370
inkstone	硯	2589
inmost	衷	1891
inn	宿	995
inquire	尋	1145
inscription	銘	275
insect	虫	517
insert	挿	1116
inside	内	1019
insinuate	仄	2153
inspection	視	1093
instant	即	1462
instantaneously	忽	2431
instead	却	1395
instruction	訓	341
insult	罵	2699
integrity	侃	2123
intelligent	賢	852
intention	志	600
inter-	相	209
intercept	遮	1192
interchange	換	1043
interment	葬	816
interpretation	揖	2263
interrogative	那	2960
interval	間	1620
interview	遇	1956
intestines	腸	544
intimate	睦	1514
intimidate	威	364
introduce	紹	1359
intuition	勘	1769
inundate	湛	2317
invariably	必	635
inverted	逆	1959
investigate	査	1781
iris	菖	2366
iron	鉄	846
irrigate	沃	2079
island	島	1948
island [alternate]	嶋	2976
isolate	隔	1312
itch	痒	2572
item	箇	2029
jade green	翠	2863
jail	牢	2213
jammed in	介	250
jasmine	茉	2348
javelin	鑓	2767
jealous	妬	2195
jet	玖	2565
jewel	玉	256
jeweled hairpin	珈	2962
join	併	1030
journey	往	880
jubilation	慶	2001
judgment	判	1205
jump	踊	1409
junior	徒	878
jurisdiction	領	1405
just so	是	388
juvenile	童	436
kalpa	劫	2857
keg	銚	2755
key	鍵	2761
kick	蹴	2742
kidnap	拐	656
kidney	腎	2453
kill	殺	1493
kiln	窯	1325
kilometer	粁	2946
kindle	焚	2537
king	王	255
kitchen	厨	2152
kitchen stove	竃	2617
kite	凧	2139
kite falcon	鳶	2836
